"mz","rt","t.score","p.value","mode"
387.18082,925.98,3.2332,0.003,"positive"
387.18121,880.44,0.7724,0.4463,"positive"
387.18143,870.72,1.1907,0.2433,"positive"
387.18155,873.9,1.1756,0.2505,"positive"
387.18198,839.76,-1.3575,0.1959,"positive"
387.18225,894.24,1.3886,0.1753,"positive"
387.18228,887.7,1.6704,0.1071,"positive"
387.1824,929.22,3.8444,8e-04,"positive"
387.1824,825.96,1.4777,0.1502,"positive"
387.18271,964.8,3.1515,0.0036,"positive"
387.18329,836.28,-1.144,0.2714,"positive"
387.1846,934.98,2.9224,0.0072,"positive"
387.18954,950.16,1.5336,0.1355,"positive"
387.22214,873.12,0.2495,0.805,"positive"
387.31241,1371.9,3.5945,0.0011,"positive"
387.31311,1255.56,1.876,0.0699,"positive"
387.314,1252.02,0.2852,0.7774,"positive"
387.34708,1332.12,1.1938,0.2477,"positive"
388.21597,869.46,-0.9385,0.3618,"positive"
389.85791,342.96,-0.3696,0.7151,"positive"
389.86731,339.78,1.6834,0.1023,"positive"
390.1965,874.74,2.2685,0.0302,"positive"
390.20084,870.48,0.9584,0.3453,"positive"
390.27759,1260.48,1.6083,0.1183,"positive"
390.28421,1257.9,1.9914,0.0554,"positive"
390.31845,1153.2,1.5408,0.1334,"positive"
390.35339,951.3,3.4836,0.0016,"positive"
390.35376,942.66,-3.133,0.0073,"positive"
390.36093,947.4,-0.5015,0.6212,"positive"
391.28253,1192.32,-0.4967,0.6246,"positive"
391.28482,1318.62,0.2179,0.829,"positive"
391.28558,1311.72,-0.532,0.6003,"positive"
391.28595,930.84,0.1551,0.8783,"positive"
391.3399,1346.52,0.9264,0.3645,"positive"
391.8551,339,0.5141,0.6115,"positive"
391.86374,343.92,-0.9449,0.3544,"positive"
392.03741,929.4,-0.189,0.8518,"positive"
392.28925,1227,0.6939,0.4932,"positive"
392.28928,1322.4,-1.4913,0.1569,"positive"
392.28958,1230.12,0.8971,0.3767,"positive"
392.29678,1328.94,-0.4599,0.6501,"positive"
393.07642,75.66,-0.2654,0.7926,"positive"
393.08218,80.4,0.421,0.6769,"positive"
393.13049,741.12,-1.032,0.3196,"positive"
393.23972,1255.44,-1.134,0.2742,"positive"
393.23999,1251.9,-1.6443,0.1218,"positive"
393.28244,1048.8,1.9751,0.061,"positive"
393.28418,939.12,1.2183,0.2326,"positive"
393.28604,1028.1,-0.2121,0.8341,"positive"
393.28635,928.92,0.8337,0.4115,"positive"
393.28784,919.8,-2.6865,0.0163,"positive"
393.28806,1000.5,0.5563,0.5828,"positive"
393.28812,956.34,0.1969,0.8459,"positive"
393.28812,986.04,0.5945,0.5567,"positive"
393.29053,951.54,-0.4641,0.648,"positive"
393.29297,973.62,0.2525,0.8025,"positive"
393.29514,1246.86,1.5096,0.1415,"positive"
393.31613,931.98,-0.3308,0.7443,"positive"
394.31702,933.6,0.6144,0.5433,"positive"
394.31738,930.84,1.5002,0.1437,"positive"
394.8765,71.4,0.3918,0.6978,"positive"
395.11182,998.1,0.9863,0.3334,"positive"
395.12012,932.16,1.7171,0.0956,"positive"
395.12698,1012.92,0.2099,0.8352,"positive"
395.12805,929.34,1.6419,0.1109,"positive"
395.12848,997.92,1.5141,0.1434,"positive"
395.12918,994.26,0.1442,0.8867,"positive"
395.2507,1321.44,-1.1866,0.2524,"positive"
395.25266,1353.3,1.152,0.2579,"positive"
395.25351,1328.28,0.3469,0.7315,"positive"
395.25525,1324.8,0.2018,0.8414,"positive"
395.25552,1333.08,0.1128,0.911,"positive"
395.25595,1336.08,2.2839,0.03,"positive"
395.25665,1342.08,0.3268,0.746,"positive"
395.28851,928.74,0.5346,0.5969,"positive"
396.06824,350.04,-0.8439,0.4106,"positive"
396.13358,332.64,-1.3382,0.2022,"positive"
396.13614,337.14,-1.789,0.0953,"positive"
396.33264,1103.7,2.0085,0.0532,"positive"
396.33298,1095.06,1.0215,0.3147,"positive"
396.3399,1099.62,0.0352,0.9723,"positive"
396.34921,1365.96,-1.3753,0.1893,"positive"
396.34979,1360.02,-0.2823,0.7796,"positive"
396.35114,1362.9,-0.7172,0.4812,"positive"
397.19763,972.24,3.3183,0.003,"positive"
397.19833,949.32,0.7098,0.4838,"positive"
397.19855,961.2,3.2818,0.0039,"positive"
397.20087,952.2,2.2875,0.0292,"positive"
397.20129,946.26,1.0288,0.3116,"positive"
397.2016,1291.44,3.2724,0.0033,"positive"
397.20187,1295.04,3.8392,7e-04,"positive"
397.202,941.16,-0.089,0.93,"positive"
397.20581,957.06,2.8348,0.0089,"positive"
397.23282,984.42,0.485,0.631,"positive"
397.23383,981.18,1.08,0.2882,"positive"
397.25504,905.16,3.3597,0.0022,"positive"
397.25626,907.68,3.1431,0.004,"positive"
397.2688,1372.56,1.1348,0.265,"positive"
397.26962,1359.84,-1.7116,0.1088,"positive"
397.26984,1392.9,1.2926,0.2068,"positive"
397.27103,1355.88,-1.6604,0.119,"positive"
397.27106,1363.98,-1.7695,0.0982,"positive"
397.27191,1368.42,-0.7358,0.4711,"positive"
397.27219,1397.94,2.8529,0.008,"positive"
398.32428,1020.9,-2.2299,0.0426,"positive"
398.32773,1026.36,-0.4818,0.6361,"positive"
398.33127,1031.58,2.6537,0.014,"positive"
399.17145,1209.9,1.8644,0.0716,"positive"
399.1716,1363.44,2.5199,0.0181,"positive"
399.17419,1277.88,1.5794,0.1251,"positive"
399.17444,1256.52,1.3669,0.183,"positive"
399.1745,1371.9,3.1515,0.0038,"positive"
399.17477,1149.48,3.6993,9e-04,"positive"
399.17496,1195.08,0.2384,0.8139,"positive"
399.1767,1252.38,-0.7781,0.4457,"positive"
399.17709,1282.02,2.8589,0.0075,"positive"
399.17734,1355.82,1.7132,0.097,"positive"
399.1774,1324.14,1.3534,0.189,"positive"
399.17862,1375.86,2.6653,0.012,"positive"
399.1792,1190.94,-0.1387,0.8912,"positive"
399.17993,1295.16,2.7957,0.011,"positive"
399.18027,1182.48,-0.8578,0.4033,"positive"
399.18036,1152.42,4.6157,1e-04,"positive"
399.181,1179.24,0.5367,0.5959,"positive"
399.1824,1288.92,2.4913,0.0194,"positive"
399.18259,1345.86,1.1089,0.2758,"positive"
399.18634,1200.24,1.3814,0.1803,"positive"
399.24677,1123.2,0.1546,0.8783,"positive"
399.24951,1119.96,-0.4468,0.6603,"positive"
399.24973,531.84,3.4711,0.0016,"positive"
399.25003,534.78,4.5001,1e-04,"positive"
400.16858,623.1,-1.0082,0.3305,"positive"
400.25443,1120.56,-0.5287,0.604,"positive"
400.33621,1075.74,-1.5889,0.1344,"positive"
400.33804,1094.34,-1.1254,0.2744,"positive"
400.33905,1088.82,-0.0695,0.9451,"positive"
400.33954,1079.64,-1.5208,0.1505,"positive"
400.34036,1110.9,3.3046,0.0029,"positive"
400.34073,1120.56,2.0706,0.0469,"positive"
400.34094,1114.38,2.374,0.0284,"positive"
400.34192,1098.84,-2.5698,0.0222,"positive"
400.34238,1130.94,1.1748,0.2506,"positive"
400.34381,1085.4,-0.9273,0.3687,"positive"
400.34448,1107.24,3.508,0.0022,"positive"
400.34473,1102.08,-2.367,0.0321,"positive"
400.82382,80.1,0.9694,0.3396,"positive"
401.1749,603.12,-1.0034,0.3327,"positive"
401.25772,1233.54,0.138,0.8913,"positive"
401.26599,545.04,1.412,0.1724,"positive"
401.27246,1236.12,0.8298,0.4131,"positive"
402.16187,337.44,-1.7312,0.1054,"positive"
402.17139,333.78,-1.4357,0.1731,"positive"
402.92365,871.86,2.2593,0.031,"positive"
402.9288,868.86,0.546,0.589,"positive"
403.21545,1221.6,1.773,0.0859,"positive"
403.21555,1228.2,2.2559,0.0326,"positive"
403.22449,1251.66,-0.6542,0.5201,"positive"
403.22708,1257.18,-1.1379,0.2678,"positive"
403.23154,1226.82,2.0103,0.0568,"positive"
403.23175,1216.5,-1.0751,0.292,"positive"
403.23389,1220.64,2.363,0.0251,"positive"
403.3042,1319.52,2.7031,0.0116,"positive"
403.31613,1321.68,1.6221,0.1165,"positive"
404.01639,334.02,-1.2203,0.2424,"positive"
404.18198,334.02,-1.1161,0.2832,"positive"
404.19846,856.68,1.8789,0.0702,"positive"
404.20471,906.24,0.7659,0.4506,"positive"
404.20511,893.58,1.3102,0.2022,"positive"
404.20657,870.66,1.1386,0.2641,"positive"
404.20663,880.44,0.9409,0.3545,"positive"
404.20712,935.34,2.2334,0.0339,"positive"
404.20715,887.4,1.7795,0.0873,"positive"
404.20767,899.1,1.8387,0.0753,"positive"
404.20804,927.84,2.8934,0.0088,"positive"
404.2085,873.3,1.7811,0.0861,"positive"
404.20966,914.28,0.6929,0.4935,"positive"
404.21344,963.96,1.4875,0.1483,"positive"
405.13998,1036.2,0.1661,0.8692,"positive"
405.14362,1039.32,0.144,0.8866,"positive"
405.14734,1043.46,2.6618,0.0121,"positive"
405.18765,631.44,3.5921,0.0019,"positive"
405.18854,627.84,1.5879,0.1269,"positive"
405.31702,1252.44,1.7342,0.0937,"positive"
405.3244,1254.9,1.7773,0.0853,"positive"
405.36777,1368.42,2.4328,0.0235,"positive"
405.37134,1371.42,2.2969,0.0293,"positive"
406.21658,872.04,1.0748,0.2921,"positive"
406.28183,1149.36,1.4913,0.1457,"positive"
407.12393,1041.42,0.2462,0.8072,"positive"
407.12405,1038.12,-0.9596,0.3485,"positive"
407.12524,1043.28,2.9089,0.0065,"positive"
407.14383,1041.6,2.2535,0.0312,"positive"
407.38983,1371.54,1.5644,0.1292,"positive"
408.36664,1348.56,0.9456,0.3537,"positive"
408.37335,1346.28,0.4842,0.6323,"positive"
408.91699,74.52,-1.6356,0.1151,"positive"
409.1402,985.14,0.8378,0.4084,"positive"
409.14383,982.02,0.2289,0.821,"positive"
409.16229,879.48,2.0242,0.0528,"positive"
409.16415,871.86,1.157,0.2562,"positive"
409.1669,868.2,1.2775,0.211,"positive"
409.1683,876.24,0.7529,0.4574,"positive"
409.71271,532.02,2.9769,0.0057,"positive"
410.14795,382.32,-1.1104,0.2855,"positive"
410.32318,1008.12,1.7371,0.0973,"positive"
410.32855,1005.18,0.4028,0.69,"positive"
410.62262,32.52,0.5095,0.6139,"positive"
410.84976,69.96,-0.8296,0.4131,"positive"
410.85159,71.82,-0.1866,0.8532,"positive"
410.8595,78.96,1.5408,0.1338,"positive"
411.24542,1154.7,2.4638,0.0194,"positive"
411.25128,1126.02,2.1448,0.0403,"positive"
411.25427,1123.32,0.1283,0.8988,"positive"
411.25473,1151.34,0.5079,0.6154,"positive"
412.8551,78.84,1.8744,0.0707,"positive"
413.30563,1255.74,0.4676,0.6434,"positive"
413.30908,1257.54,0.9547,0.3476,"positive"
413.88791,955.44,2.391,0.0251,"positive"
413.88901,951.48,2.2524,0.0314,"positive"
413.89111,947.34,1.0076,0.3212,"positive"
413.89844,959.82,2.8943,0.008,"positive"
414.21259,954.96,-0.9567,0.3461,"positive"
414.2132,1001.88,0.2798,0.7818,"positive"
414.21323,977.4,1.6673,0.1064,"positive"
414.2135,1368,0.0694,0.9451,"positive"
414.21503,939.12,0.5994,0.5541,"positive"
414.21533,928.74,0.8446,0.4054,"positive"
414.21588,931.2,1.9512,0.0599,"positive"
414.21606,919.8,-2.7063,0.0152,"positive"
414.21646,981.9,0.4292,0.6711,"positive"
414.21674,988.08,2.6605,0.0121,"positive"
414.21844,973.62,1.2982,0.2035,"positive"
414.21921,1369.56,-0.0414,0.9673,"positive"
414.22455,950.82,1.3487,0.1873,"positive"
414.285,906.54,3.2716,0.0027,"positive"
414.29749,869.4,2.7722,0.0114,"positive"
414.30225,866.34,2.4191,0.0241,"positive"
414.93808,73.62,-0.4988,0.6222,"positive"
414.94229,76.32,-0.5897,0.5609,"positive"
415.20502,1355.34,1.4983,0.144,"positive"
415.20715,972.48,3.3007,0.003,"positive"
415.2077,899.76,-1.0889,0.2925,"positive"
415.20868,953.28,3.1516,0.0051,"positive"
415.20905,905.46,3.2117,0.0033,"positive"
415.20917,968.1,0.9373,0.3556,"positive"
415.20996,949.98,2.8797,0.0075,"positive"
415.21106,1033.02,3.5915,0.0014,"positive"
415.2114,941.88,0.6234,0.5376,"positive"
415.21143,1014,2.5332,0.0178,"positive"
415.21149,946.68,0.5586,0.5811,"positive"
415.21173,1022.58,3.6785,0.0012,"positive"
415.21191,995.94,3.3184,0.0032,"positive"
415.21213,918.06,-1.8619,0.0823,"positive"
415.21219,988.44,4.0823,6e-04,"positive"
415.2131,1132.32,2.4433,0.0204,"positive"
415.21313,1080.54,3.9952,4e-04,"positive"
415.21317,985.02,0.3319,0.7423,"positive"
415.21332,913.14,-1.9725,0.0685,"positive"
415.21429,1036.08,4.5761,2e-04,"positive"
415.21506,1028.82,2.7573,0.01,"positive"
415.21646,923.94,-1.2789,0.2191,"positive"
415.21671,1363.44,1.3617,0.1828,"positive"
415.21985,1122.66,2.9674,0.0066,"positive"
415.33963,1357.08,1.5334,0.1352,"positive"
415.34317,1354.2,1.128,0.2677,"positive"
416.06244,79.02,2.4716,0.0211,"positive"
416.18173,382.98,-1.2451,0.2335,"positive"
416.21344,1368,-0.2128,0.8328,"positive"
416.21704,960.48,2.8788,0.0096,"positive"
416.2175,1000.86,3.4862,0.0025,"positive"
416.21756,957.06,1.8956,0.0672,"positive"
416.9989,1079.88,3.6241,0.0014,"positive"
417.00107,1077.36,4.9317,1e-04,"positive"
417.00293,1052.94,1.6282,0.1209,"positive"
417.00757,1083.66,1.4905,0.1464,"positive"
417.00851,1068.3,7.2404,0,"positive"
417.00885,1072.44,6.548,0,"positive"
417.01724,1081.26,2.6755,0.0145,"positive"
417.2037,972.9,2.1812,0.039,"positive"
417.20905,932.22,2.7996,0.01,"positive"
417.21677,926.7,-0.6904,0.4972,"positive"
417.26285,1102.74,2.2078,0.0346,"positive"
417.26498,1099.5,0.2406,0.8121,"positive"
417.26608,1095.06,-1.016,0.3262,"positive"
418.19904,952.92,0.1976,0.8447,"positive"
418.2088,943.26,0.4432,0.6614,"positive"
418.21027,948.78,1.9163,0.0644,"positive"
418.22162,947.04,0.8188,0.4196,"positive"
419.0058,1078.5,4.3505,3e-04,"positive"
419.00763,1071.84,5.2327,1e-04,"positive"
419.00894,1082.64,1.905,0.0659,"positive"
419.0097,1073.82,5.6916,0,"positive"
420.31146,1320.48,2.3717,0.0241,"positive"
420.3309,1342.74,-0.6446,0.5292,"positive"
420.33133,1337.22,2.1135,0.0426,"positive"
420.33221,1318.56,1.3193,0.1979,"positive"
420.33447,1321.74,3.7221,0.0011,"positive"
420.80383,1643.46,10.4784,0,"positive"
420.88403,72.78,-1.2711,0.2136,"positive"
420.88486,76.32,1.5361,0.1345,"positive"
420.88611,80.16,-0.1767,0.861,"positive"
421.25482,540.48,2.5372,0.0182,"positive"
421.30991,933.6,2.3257,0.0279,"positive"
421.32043,929.04,0.8144,0.4215,"positive"
421.32098,926.34,-0.495,0.6253,"positive"
422.17197,1038.3,0.0222,0.9824,"positive"
422.3483,1256.04,2.1078,0.0436,"positive"
422.34927,1252.38,0.2506,0.8037,"positive"
422.88,76.08,1.2318,0.2272,"positive"
422.88168,79.38,0.2399,0.8121,"positive"
422.88254,72.78,-0.8004,0.4294,"positive"
423.15778,1010.1,4.2857,2e-04,"positive"
423.27475,553.08,1.3647,0.1857,"positive"
423.38071,1371.24,2.3973,0.0244,"positive"
423.38556,1368.78,2.649,0.0141,"positive"
423.78329,866.7,-0.224,0.8242,"positive"
423.78412,875.46,2.213,0.0342,"positive"
423.78714,869.94,1.1212,0.271,"positive"
423.79047,881.52,1.4009,0.1709,"positive"
423.79199,873.3,1.158,0.2592,"positive"
424.27832,1353.78,1.5173,0.1419,"positive"
424.28009,1356.42,1.7147,0.0975,"positive"
424.28598,1340.82,1.7395,0.0988,"positive"
424.33572,1075.74,3.3692,0.002,"positive"
424.33887,1057.62,0.0855,0.9328,"positive"
424.33902,1079.88,2.8299,0.008,"positive"
424.33997,1062.18,4.4048,3e-04,"positive"
424.34058,1069.5,4.0229,7e-04,"positive"
424.34222,1065.18,4.4182,3e-04,"positive"
424.34744,1053.66,-3.1572,0.0068,"positive"
424.34824,1048.14,-1.9471,0.0654,"positive"
424.36121,1234.02,0.7011,0.4888,"positive"
424.36331,1231.5,0.2813,0.7804,"positive"
424.89584,75,-0.4945,0.6253,"positive"
424.89932,72.84,-0.5739,0.5708,"positive"
425.1131,913.56,0.5582,0.5808,"positive"
425.11462,961.86,0.5034,0.6184,"positive"
425.1156,879.42,1.4542,0.1569,"positive"
425.11603,868.98,-0.2868,0.7766,"positive"
425.11627,875.28,2.3842,0.0235,"positive"
425.11649,892.92,2.481,0.02,"positive"
425.11664,872.46,1.0061,0.3225,"positive"
425.11694,922.56,0.0279,0.9779,"positive"
425.12878,927.06,4.095,5e-04,"positive"
425.13101,1369.86,0.5705,0.5727,"positive"
425.13193,986.04,0.2121,0.8341,"positive"
425.13388,835.62,-0.7898,0.4422,"positive"
425.13443,1372.26,1.0477,0.3026,"positive"
425.13467,880.44,1.128,0.2679,"positive"
425.13492,826.86,3.1948,0.0034,"positive"
425.13504,899.76,0.3553,0.7261,"positive"
425.13504,1028.82,-0.0536,0.9577,"positive"
425.13562,840.48,-1.5427,0.145,"positive"
425.13568,906.66,1.1051,0.2784,"positive"
425.13574,939.12,1.6244,0.1142,"positive"
425.13589,870.06,0.4915,0.6269,"positive"
425.13593,894.24,1.3916,0.1736,"positive"
425.13635,961.8,0.3944,0.696,"positive"
425.13705,913.56,1.4736,0.1504,"positive"
425.1376,989.46,0.9762,0.3364,"positive"
425.1377,830.46,4.618,1e-04,"positive"
425.13779,856.68,1.7355,0.0924,"positive"
425.13867,965.46,0.6196,0.5399,"positive"
425.13907,873.24,2.1338,0.0411,"positive"
425.13931,973.26,1.2047,0.2379,"positive"
425.13971,889.26,1.9167,0.0642,"positive"
425.13971,844.56,-1.2266,0.2354,"positive"
425.14041,1378.62,2.5447,0.0165,"positive"
425.26251,1373.46,4.1716,2e-04,"positive"
425.26791,1371.6,3.0909,0.0041,"positive"
425.30573,1331.94,1.2151,0.24,"positive"
425.35379,1238.22,-0.3804,0.7075,"positive"
425.36655,1240.62,-0.4446,0.6619,"positive"
425.39841,1368.96,2.1103,0.0474,"positive"
426.11542,868.74,0.3841,0.7039,"positive"
426.13995,894.3,0.6243,0.5374,"positive"
426.35071,1130.22,-2.4452,0.0283,"positive"
426.3541,1133.88,-1.6756,0.1145,"positive"
426.35699,1107.84,-1.3708,0.192,"positive"
426.3576,1153.38,0.8649,0.3964,"positive"
426.36075,1138.08,3.7098,0.0013,"positive"
426.36093,1123.32,-1.6476,0.11,"positive"
426.36542,1115.76,-1.3284,0.2033,"positive"
426.83017,80.28,0.5562,0.5821,"positive"
427.11118,881.88,1.6538,0.1088,"positive"
427.11496,890.16,1.4764,0.15,"positive"
427.11511,873.84,1.1961,0.2421,"positive"
427.11621,878.04,2.7921,0.0095,"positive"
427.12845,922.56,2.756,0.0108,"positive"
427.13467,884.58,0.4155,0.6807,"positive"
427.35056,1355.52,0.6447,0.5246,"positive"
427.35739,1353.54,0.1047,0.9175,"positive"
428.07175,526.5,-1.4322,0.174,"positive"
428.28253,641.16,2.7641,0.0123,"positive"
428.37122,1247.52,-0.5744,0.5713,"positive"
428.37546,1266.84,0.4786,0.6361,"positive"
428.37567,1253.04,0.4524,0.6543,"positive"
428.37772,1238.58,-1.6933,0.1095,"positive"
428.83008,79.2,0.6121,0.5451,"positive"
428.87549,378.78,3.8398,6e-04,"positive"
428.87579,375.6,1.0919,0.2834,"positive"
428.99216,80.82,-2.0774,0.0525,"positive"
428.99408,78.6,-2.3676,0.0312,"positive"
429.13525,878.76,0.6699,0.5081,"positive"
429.22717,1011.54,2.5883,0.0176,"positive"
429.23352,1007.22,2.0722,0.0484,"positive"
429.2919,1347.12,0.2623,0.7948,"positive"
429.29633,1349.94,0.8997,0.375,"positive"
429.36368,1342.74,-0.4227,0.6771,"positive"
429.36661,1353.54,0.7999,0.4305,"positive"
429.36893,1346.88,-0.1762,0.8614,"positive"
429.37018,1357.56,1.2489,0.2209,"positive"
429.37292,1373.1,-0.6076,0.5497,"positive"
430.8541,946.86,1.4344,0.1615,"positive"
430.85886,944.64,1.8463,0.0741,"positive"
430.86346,951.54,2.7088,0.0122,"positive"
430.86661,955.86,1.8909,0.0677,"positive"
430.86664,375.06,2.182,0.0381,"positive"
430.86737,381.18,3.3518,0.0022,"positive"
430.87411,948.12,2.0469,0.049,"positive"
430.87595,378.12,3.7153,8e-04,"positive"
430.88043,953.94,1.7499,0.0898,"positive"
430.91074,69.06,-4.5269,4e-04,"positive"
430.91226,76.32,-1.2198,0.2344,"positive"
430.91702,74.04,-0.8103,0.4255,"positive"
431.20901,933.36,2.5792,0.0154,"positive"
431.25665,1260.42,1.6163,0.1231,"positive"
431.314,1078.92,1.5776,0.125,"positive"
431.31619,1082.52,3.6578,9e-04,"positive"
431.31918,1085.04,3.8207,7e-04,"positive"
431.34995,1370.16,1.7586,0.0882,"positive"
431.35287,1355.88,0.1425,0.8877,"positive"
431.35547,1366.92,-0.4804,0.6379,"positive"
431.72122,543.24,2.4447,0.0206,"positive"
431.72504,540,1.8763,0.0705,"positive"
432.17612,344.34,-1.0017,0.3335,"positive"
432.18243,342.3,-1.0002,0.3342,"positive"
432.21463,870.84,-0.585,0.5641,"positive"
432.21518,946.56,-0.018,0.9858,"positive"
432.21576,954.96,2.2748,0.0309,"positive"
432.21655,988.8,3.0978,0.0049,"positive"
432.21713,950.7,1.8367,0.0756,"positive"
432.23062,1003.98,2.6222,0.0148,"positive"
432.23068,1040.52,4.0464,4e-04,"positive"
432.23178,1022.58,2.6186,0.0151,"positive"
432.23245,901.14,0.7401,0.4657,"positive"
432.23395,932.58,1.0398,0.3069,"positive"
432.23422,988.8,4.547,2e-04,"positive"
432.23575,954.3,2.3461,0.0295,"positive"
432.23596,997.74,3.6573,0.0013,"positive"
432.23611,941.88,0.5084,0.6149,"positive"
432.23651,946.8,1.1131,0.274,"positive"
432.23685,906,1.7366,0.0928,"positive"
432.23697,985.56,0.7291,0.4728,"positive"
432.23724,1032,2.2101,0.035,"positive"
432.23761,949.92,3.0027,0.0054,"positive"
432.23831,1014.3,3.1808,0.0035,"positive"
432.23868,912.18,-1.8267,0.089,"positive"
432.23889,873.6,0.891,0.3799,"positive"
432.23914,1029.48,1.9221,0.0646,"positive"
432.23917,1036.38,5.1416,0,"positive"
432.23932,871.14,0.0783,0.9382,"positive"
432.24084,973.26,2.3953,0.0247,"positive"
432.24142,917.7,-1.9353,0.073,"positive"
432.24423,1077.78,3.4688,0.002,"positive"
432.24493,879.12,1.8634,0.0743,"positive"
432.90796,76.32,-1.2075,0.2397,"positive"
432.9209,78.72,-0.7957,0.4339,"positive"
433.17383,1115.76,4.1447,5e-04,"positive"
433.17624,1104.54,3.4353,0.0025,"positive"
433.17813,1107.6,4.6603,2e-04,"positive"
433.21396,957.72,2.1158,0.0442,"positive"
433.24417,953.58,3.043,0.0066,"positive"
433.24829,874.92,0.1944,0.8475,"positive"
433.34741,1351.56,0.4518,0.6549,"positive"
433.35751,1356.06,2.4292,0.0211,"positive"
433.36551,1367.34,2.3351,0.0296,"positive"
433.36835,1363.2,2.1935,0.0387,"positive"
433.36954,1372.44,0.5524,0.586,"positive"
433.37347,1346.88,0.5927,0.5584,"positive"
434.24515,913.92,-2.1697,0.0477,"positive"
435.16885,1103.1,2.9431,0.0081,"positive"
435.17487,1108.86,3.9459,9e-04,"positive"
435.17847,1105.56,4.0585,6e-04,"positive"
435.20941,913.56,1.7191,0.0959,"positive"
435.21274,908.82,4.3553,2e-04,"positive"
435.21515,906.24,2.9074,0.007,"positive"
435.23434,954.3,3.3608,0.0029,"positive"
435.24811,958.44,2.4422,0.022,"positive"
436.23163,894.96,-0.9998,0.3344,"positive"
436.85678,77.76,0.4676,0.6438,"positive"
436.85901,80.4,-0.2972,0.7685,"positive"
436.85919,72,-0.6348,0.5302,"positive"
437.19156,950.7,1.1588,0.2555,"positive"
437.19733,1120.26,-0.3709,0.7147,"positive"
437.19894,944.64,1.1363,0.2645,"positive"
437.19958,947.1,1.0384,0.3071,"positive"
437.20248,1122.84,-0.3524,0.7289,"positive"
438.29034,1094.34,2.3261,0.0267,"positive"
438.29935,1089.36,2.7318,0.0102,"positive"
438.30118,1098.3,1.1786,0.2473,"positive"
438.30627,1092.72,2.7607,0.0097,"positive"
438.37021,1289.64,1.2361,0.2255,"positive"
